User,Tweet,Language
SugarGliderJM,"One of the most amazing and touching moments of #PHXFF19.  Thank you Matt for sharing your story and your amazing handwritten letter.

#SugarGlider #ComicWithACause #Bullying #Suicide #SelfImage #Depression #Racism #Divorce #Ellen #EllenTube #DrPhil #XAmbassadors #DanReynolds https://t.co/1LENWpRoI4",en
BritneyInsane,"Nobody gives a fuck if you're good or not. Im dying slowly with depression and there's no anybody in this world to help me. I feel alone, i feel empty inside, it's like if i were already died. #depression",pt
BeGruntle2016,"Check out this video of Jordan Peterson explaining how to Survive Seasons of Anxiety and Depression.
#anxiety #depression #endthestigma #survivingDepression #mentalhealthawareness #anxietyrelief
 https://t.co/ITPXiEMyBu via @YouTube",en
htara1989,"RT @VoiceDepression: #NFL Hall of Famer @BrianDawkins in a candid conversation about #depression, #suicidal thoughts, #faith and #friendship . Please RT to spread Brian's powerful message. https://t.co/PQHZ9EYd9h
#Philadelphia #Eagles #masculine #strength #YouAreNotAlone @RealDGunnNBCS #recovery https://t.co/WtKo365Z2X",en
FelicitieJ,"RT @HealthyPlace: Understanding Your Negative Emotions || https://t.co/yDERvniCB5
==
#mentalhealth #selflearning #anxiety #depression #mhchat #mhsm https://t.co/Y5utRqqf7S",en
WMNFarming,"RT @CornishMutual: ? G U E S T  B L O G ?

'Suzie Wilkinson, Coordinator of the Farming Community Network (FCN) in Somerset, says farmers face unique challenges, but help is out there to help you tackle #stress or #depression.'

Read more here; https://t.co/Kin7XPwEKM #guestblog #farming https://t.co/7WCNlQM4dC",en-gb
xYakuZa97,Relateable. #Depression https://t.co/JofJ1ONnID,de
Lindseykruger1,"RT @FibroPetition: #Fibromyalgia #MECFS #CFS #ChronicPain #Chronicillness #Anxiety #Depression #IBS #Endometriosis #Costochondritis #Spoonies #InvisibleIllness #StrongerTogether #UK #NotAllDisabilitiesAreVisible 
#FibromyalgiaAwarenessMonth
#WeNeedACure
PLEASE RT ? https://t.co/SpKtBzcvcn",en
htara1989,"RT @EatAllThePasta: @heylandsberg spoke about #mentalhealth at #Collision2019 #Toronto - I asked him what's his #1 tip to protect it. 

#depression #anxiety #mindfulness #selfcare #strongereveryday #SickNotWeak #bpd https://t.co/SPuPjt2omK",en
SkypeTherapist,Mindfulness Therapy is the application of #mindfulness for healing #anxiety and #depression and emotional pain. This is a very powerful approach once you have learned how to do this.,en
humanistfilms,"#VisionsofWarriors #documentary will be screening at @UCIrvine on TUES, 5/28/19, 6-8:00PM, thanks to their Sue&amp;BillGrossSchoolofNursing &amp; CenterforMedicalHumanities. https://t.co/nxuIRPksLV #veterans #mentalillness #moralinjury #PTSD #MST #depression #22veterans #film #indiefilm",en
Saintz11_,"""Another very inspiring quote, I love sharing these and creating them. I feel more open about myself"" ?
Follow @Saintz11_ 
#mentalhealth #mentalhealthawareness #anxiety #depression #love #selfcare #selflove #health… https://t.co/Gay2Dux0pV",en
AndrewK_1980,BEYOND LOCAL: Ketamine's clinical comeback | PTSD First Responder #PTSDFirstResponder #Ketamine #Epidemic #Depression #Crisis #SickNotWeak  https://t.co/hdoPvbRghh,en
AlphaSix0,"Be the light. 
#MentalHealth #Depression #Mentalhealthawareness #emotions #suicide #help #strength #Resilience #MentalToughness #TheRippleEffect #medical #RemoveTheStigma #Stigma #community #Australia #Speakup #Talk #Reachout #AlphaSix #HelpIsHere #America #UnitedKingdom #USA https://t.co/OEorGSv1AH",en
psychiatryNYC,Nearly 1 in 4 older patients not screened for #depression https://t.co/ayBALT5chX #MentalHealth,en
TammyRicky18,"RT @Stephanie_Jne: In The Sun by Mixie Plum is an insightful &amp; disturbing novella about #depression and #MentalHealth
Read my #LiteraryFlits #BookReview and enter the #giveaway to #win a signed PB at
https://t.co/RMbETf7n4L
Open INT from 10th to 24th May https://t.co/T6WESFNdrQ",en
ThatShanaGirl,"RT @THWofD: It's #MentalHealthAwarenessMonth and with our show, we aim to make #depression less scary and laughing about it when we can.

Support the show with whatever amount is right for you by May 31 and we’ll send you a THWoD enamel pin: https://t.co/WoMTRRTxzP https://t.co/mq31f5HopR",en
SkypeTherapist,Skype Therapist – Here to Help you Overcome #Anxiety and #Depression through training in mindfulness therapy. See: https://t.co/nzPXbh47LG,en
_Woman_health,#Women and #Depression Preventions - The #Diet https://t.co/mwavDlBy1d,en
AChVoice,RT @APainPrincess: “I was a teenager when I had my first taste of steroids. Everyone around me was so focussed on the physical aspects of my disease that the emotional wreckage brought about was brushed aside as unimportant.” https://t.co/zmSkgzhw1F @AChVoice #chronicillness #autoimmune #depression,en
SelfPubShowcase,Real answers from a man who's come through the darkness of major #depression https://t.co/mFjxszGEju,en
SkypeTherapist,Speak to an Online Therapist via Skype for help with #anxiety &amp; #depression. See: https://t.co/s4GVwFZLSo #onlinetherapy,en
JaiOm,"When #depression hitsband you just can't help but think we're it all went wrong, do the little things that make you happy, and slowly get back up with a smile",en
2_fleurdelis,"Well done! Great thread on lapses in executive function for those of us living with #MentalHealth challenges. Familiar to #trauma survivors, folks living with #chronicpain, and host of other disabling conditions.
#survivortough
#CPTSD #traumainformed #depression #anxiety #CSA https://t.co/2tkegaKs3V",en
Simugreat,"RT @LEAD_Coalition: Did you know that #dementia #caregivers experience higher rates of #depression than all other caregivers? Learn to recognize the 10 warning signs of caregiver stress: https://t.co/jwSQH95amv MT @AlzheimerSK 

#Alzheimers #caregiving  #MentalHealthAwareness #mentalhealth https://t.co/ST4dsMPAjm",en
Demos_Metaxas,RT @searchinsideyou: We sometimes overlay real-life experiences with damaging narratives that perpetuate cycles of #stress. https://t.co/aT7h4AY3D6 #anxiety #depression #mentalhealth #happiness https://t.co/DJB2qAXD1s,en
shady2405,Thank you so much to Doctor Ocular who is another New Friend ? on ?? Twitter! I hope you enjoy ? my Tweets ? ?? x https://t.co/Nw95JJkmLj #BPD #EUPD #Anxiety #Depression #Anger #Suicide #MentalHealth #KeepTalkingMH #EndTheStigma #IWillNotLetMyMHKillMe ? #Retweet ?,en
tereretete,"https://t.co/W8BRngj41N
New post's on the blog
#depression #DepressionIsReal #livingwithdepression #takingchances #takingrisks #gethelp #MentalIllnessMeans #mentalhealth #depressão #saudemental #MentalHealthAwareness #update #movingon #brokenheart #friends #family #feelingbetter",en
tereretete,"https://t.co/zck4Tmdjyx

Welcome to my blog. In it I talk about how my depression affects me 

#depression #DepressionIsReal #livingwithdepression #takingchances #takingrisks #risks #gethelp #MentalIllnessMeans #mentalhealth #depressão #saudemental #MentalHealthAwareness",en
Hekbzz,"RT @Stephanie_Jne: In The Sun by Mixie Plum is an insightful &amp; disturbing novella about #depression and #MentalHealth
Read my #LiteraryFlits #BookReview and enter the #giveaway to #win a signed PB at
https://t.co/RMbETf7n4L
Open INT from 10th to 24th May https://t.co/T6WESFNdrQ",en
Kale_OrBeKilled,"RT @THWofD: It's #MentalHealthAwarenessMonth and with our show, we aim to make #depression less scary and laughing about it when we can.

Support the show with whatever amount is right for you by May 31 and we’ll send you a THWoD enamel pin: https://t.co/WoMTRRTxzP https://t.co/mq31f5HopR",en
SkypeTherapist,Skype Therapy Sessions for Overcoming #Anxiety and #Depression without Medications. Treat the cause not the symptoms. Visit: https://t.co/Rd8f9m1tyK,en
ckproject,RT @professornez: How To Stop Negative Thoughts And Be Free Forever (Top Method) https://t.co/MSGtbGOg2q via @YouTube #AnxietyAndMe #Negative #EmotionalIntelligence #emotions #consciousness #foodforthought #WordsOfWisdom #WordsToLiveBy #BuddhaPurnima #depression #AwakenThePowerWithinYou https://t.co/ZdQnKFjFT6,en
professornez,How To Stop Negative Thoughts And Be Free Forever (Top Method) https://t.co/MSGtbGOg2q via @YouTube #AnxietyAndMe #Negative #EmotionalIntelligence #emotions #consciousness #foodforthought #WordsOfWisdom #WordsToLiveBy #BuddhaPurnima #depression #AwakenThePowerWithinYou https://t.co/ZdQnKFjFT6,en
Tygue814,RT @Athletes4CARE: #testimonial #PTSD #depression “It helped me deal with my depression and PTSD.  I was never “high”...” #sign #share #standwithA4C  #removetheban https://t.co/KGX28ttisD via @Change,en
jmkuhn99,"RT @CardioBusiness: #PTSD and #depression aren’t barriers to cardiac rehab, @dr_niru_krish and colleagues found. https://t.co/Q7XnZUuSHa",en
jmkuhn99,RT @ClearviewTreats: The Incredible Ways Artificial Intelligence Is Now Used In Mental Health https://t.co/pFTdXnV6Yd #AI #mentalhealth #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,en
foxmdphd,Congrats ?@shansiddiqi? of ?@BIDMChealth? for winning the 2019 Stanley Cobb Award from the Boston Society for his work on symptom-specific TMS targets for #depression. https://t.co/hift8J1XJF,en
Manoman70805773,"RT @IshaUSA: Studies on yoga suggest they can reduce the impact of exaggerated stress responses and may be helpful for both anxiety and depression.

https://t.co/StBkAQIKnR

#Yoga #Yogasanas #Sadhguru #IshaYoga #IshaHathaYoga #RaisingHumanConsciousness #Anxiety #Depression",en
1successbykim,"YES, instant happiness #puppies #depression #successbykim #friday
Click here for more Animal funtastics https://t.co/MeAWpcQ0yj or visit our website at https://t.co/sRtI9MarKd https://t.co/tmK8IDnC7m",en
clearviewwomens,Do Weighted Blankets Even Do Anything for #Anxiety? https://t.co/2StKPEifuR #mentalhealth #mentalillness #endthestigma #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,en
benedict_stiles,"I think bout people committing suicide #depression. Everyone goes through depression everyday in this?. Just find what makes you think less. For me once I get high &amp; hit Instagram. Before I scroll by @instablog9ja, @TundeNUT, @KraksTV, @BobriskyIdris I’m laughing out loud af??",en
PennedbyAlex,How God Lifted Me Out of the Pit: My story of conquering depression with God's help. #depression #hope #healing https://t.co/cWWlHb1MyT via @sarahgeringer,en
dcunananmd,"#day495 Fridays we wear R.E.D. #remembereveryonedeployed #red #tgif #fridays 
#22pushupchallenge #veteransuicideawareness #suicideawareness #22pushupchallengewv  #thepushupdr #anxiety #depression #ptsd… https://t.co/tAuoutpfJe",en
Morrigan_83,"Telling people with legitimate depression to ""just cheer up"" minimizes the reality they live in, the only existence they know. 

#depression #MentalHealthAwareness 
#MentalHealthAwarnessWeek",en
SkypeTherapist,"Using #Mindfulness to Overcome #Anxiety and #Depression. Read more about Mindfulness Therapy in this very popular article: https://t.co/GKSNvigM0c.
Online Mindfulness Therapy via Skype. Visit: https://t.co/wA24wSaK62.",en
MHummingsPsyD,"Andrew Zimmern Gets Candid About Mental Health: ""I Suffer from a Whole Range of Mental Illnesses""
 https://t.co/dW3rFX99gs

#psychworx #mentalhealth #mentalhealthcare #health #psychiatry #psychology #physician #wellness #mentalillness #andrewzimmern #anxiety #depression",en
SkypeTherapist,Talk with a therapist online via Skype for help with #anxiety and #depression. Visit: https://t.co/MTA34UtTlA,en
lettiemarie17,"When u see someone look beyond the cover &amp; see the truth. Those with #depression will project a happy ‘normal’ cover. It’s not the whole picture, not even close. Look beyond the  facade &amp; see. It’s not always pretty, easy or good but it is real &amp; gives an understandin or ppl.",en
depressionroad1,Just in case you find it useful #depression people https://t.co/4F9EOQ9L1S,en
ilove2bakecake,"RT @Stephanie_Jne: In The Sun by Mixie Plum is an insightful &amp; disturbing novella about #depression and #MentalHealth
Read my #LiteraryFlits #BookReview and enter the #giveaway to #win a signed PB at
https://t.co/RMbETf7n4L
Open INT from 10th to 24th May https://t.co/T6WESFNdrQ",en
ClearviewTreats,The Incredible Ways Artificial Intelligence Is Now Used In Mental Health https://t.co/pFTdXnV6Yd #AI #mentalhealth #recovery #treatment #awareness #psychology #psychologist #therapy #therapist #dbt #cbt #bpd #borderline #bipolar #depression #anxiety #ptsd #trauma,en
SkypeTherapist,Talk to a Therapist Online Anonymously. Online Mindfulness Therapy for #Anxiety &amp; #Depression. Contact me to schedule online therapy via Skype. Most people see big improvements after 3-4 sessions. Please Retweet. Go to: https://t.co/afeoEoR0gh,en
thegettygirl,"RT @THWofD: It's #MentalHealthAwarenessMonth and with our show, we aim to make #depression less scary and laughing about it when we can.

Support the show with whatever amount is right for you by May 31 and we’ll send you a THWoD enamel pin: https://t.co/WoMTRRTxzP https://t.co/mq31f5HopR",en
ARMYBTS00142446,I feel upset. Why are you affecting me? I have depression again. Your causing me to have Suicidal thoughts. I want to get out of this house. This house makes me so sad and upset. Anger is causing this in my fam. I'm deaf and have a hard time with my family. #Deaf #depression,en
msstickee3,When I was 7 I had a flower-shaped diary that I wrote in after everyday of elementary school. Now I’m a depressed university graduate that writes unremarkable tweets everyday. We grow up so fast #twitter #diary #depression,en
boomer12k,"@depressionarmy What keeps an emotional state, like #Depression ON chronically, are the EMOTIONS of the Depression. There is a technique that targets those emotions, like #Despair. We can turn this episode off . The technique I discovered does that. I don't TOUT A ""CURE"" for depression...",en
